Wall time,Step,Value
1540496199.86227,298,0.37443819642066956
1540496349.673286,496,0.21532712876796722
1540496413.789297,595,0.08925272524356842
1540496545.671595,793,0.20603005588054657
1540496676.967125,991,0.12067088484764099
1540496742.933232,1090,0.3970087766647339
1540496801.925353,1189,0.4573824405670166
1540496845.855069,1288,0.43000394105911255
1540496888.059306,1387,0.11394502222537994
1540496935.610594,1486,0.16459670662879944
1540496977.260757,1585,0.15390028059482574
1540497018.643845,1684,0.15967193245887756
1540497060.787844,1783,0.3991381824016571
1540497102.329583,1882,0.2873423993587494
1540497145.024977,1981,0.09059111028909683
1540497233.149386,2179,0.4143414795398712
1540497321.77514,2377,0.026201345026493073
1540497370.31574,2476,0.03778386488556862
1540497632.598781,2971,0.4273977279663086
1540497674.589828,3070,0.15326401591300964
1540497716.442991,3169,0.27256274223327637
1540497759.250311,3268,0.13452255725860596
1540497800.601522,3367,0.43007892370224
1540497886.023204,3565,0.4794018566608429
1540498017.618126,3862,0.1889559030532837
1540498063.223754,3961,0.07100233435630798
1540498162.7933,4159,0.12008123099803925
1540498213.094729,4258,0.1813470870256424
1540498272.71701,4357,0.18681354820728302
1540498332.584235,4456,0.2855769693851471
1540498419.005986,4654,0.09658403694629669
1540498503.763414,4852,0.2355702519416809
1540498546.991516,4951,0.12171714752912521
1540498676.088728,5248,0.22861754894256592
1540498718.233748,5347,0.16045892238616943
1540498767.796358,5446,0.37268123030662537
1540498813.266895,5545,0.019903287291526794
1540498857.551994,5644,0.29372042417526245
1540499007.585912,5941,0.44335657358169556
1540499068.012583,6040,0.21909020841121674
1540499164.828983,6238,0.13353832066059113
1540499250.431265,6436,0.3191913962364197
1540499293.490084,6535,0.6146188974380493
1540499344.242188,6634,0.17119038105010986
1540499387.217151,6733,0.21724891662597656
1540499431.321464,6832,0.24293260276317596
1540499516.60914,7030,0.3393445909023285
1540499562.298777,7129,0.17077036201953888
1540499606.25015,7228,0.22888217866420746
1540499650.598374,7327,0.05415008217096329
1540499747.401979,7525,0.0525638684630394
1540499862.360114,7723,0.2530940771102905
1540499913.378778,7822,0.13016854226589203
1540500003.082989,8020,0.4571971893310547
1540500130.861583,8317,0.16128847002983093
1540500172.865881,8416,0.22792986035346985
1540500214.766691,8515,0.046199504286050797
1540500258.964241,8614,0.45848047733306885
1540500301.381344,8713,0.2574930489063263
1540500345.372143,8812,0.09742267429828644
1540500436.349155,9010,0.27599838376045227
1540500593.781284,9307,0.18361780047416687
1540500826.919478,9802,0.2468932569026947
1540500953.813817,10099,0.17995291948318481
1540501038.232617,10297,0.13911570608615875
1540501082.931947,10396,0.10846763104200363
1540501132.765173,10495,0.18955527245998383
