Wall time,Step,Value
1540496199.86227,298,0.25932878255844116
1540496349.673286,496,0.13341417908668518
1540496413.789297,595,0.1521679013967514
1540496545.671595,793,0.17020955681800842
1540496676.967125,991,0.2590446174144745
1540496742.933232,1090,0.10816381871700287
1540496801.925353,1189,0.08592677861452103
1540496845.855069,1288,0.1655629277229309
1540496888.059306,1387,0.20015598833560944
1540496935.610594,1486,0.20159569382667542
1540496977.260757,1585,0.11625449359416962
1540497018.643845,1684,0.09256888180971146
1540497060.787844,1783,0.10491389036178589
1540497102.329583,1882,0.09808586537837982
1540497145.024977,1981,0.24081066250801086
1540497233.149386,2179,0.1708446592092514
1540497321.77514,2377,0.5417870283126831
1540497370.31574,2476,0.06714048981666565
1540497632.598781,2971,0.027164317667484283
1540497674.589828,3070,0.10718902200460434
1540497716.442991,3169,0.07157478481531143
1540497759.250311,3268,0.07751350849866867
1540497800.601522,3367,0.08197655528783798
1540497886.023204,3565,0.19862258434295654
1540498017.618126,3862,0.19258736073970795
1540498063.223754,3961,0.05380488932132721
1540498162.7933,4159,0.19079270958900452
1540498213.094729,4258,0.05828079208731651
1540498272.71701,4357,0.022919852286577225
1540498332.584235,4456,0.33843567967414856
1540498419.005986,4654,0.25184714794158936
1540498503.763414,4852,0.12256184965372086
1540498546.991516,4951,0.029444018378853798
1540498676.088728,5248,0.06837759912014008
1540498718.233748,5347,0.18420274555683136
1540498767.796358,5446,0.1103089451789856
1540498813.266895,5545,0.5227739214897156
1540498857.551994,5644,0.12207469344139099
1540499007.585912,5941,0.07165468484163284
1540499068.012583,6040,0.05567413195967674
1540499164.828983,6238,0.12436457723379135
1540499250.431265,6436,0.16433539986610413
1540499293.490084,6535,0.1061573326587677
1540499344.242188,6634,0.022406741976737976
1540499387.217151,6733,0.5085633397102356
1540499431.321464,6832,0.10722672939300537
1540499516.60914,7030,0.09532241523265839
1540499562.298777,7129,0.12191032618284225
1540499606.25015,7228,0.03862006217241287
1540499650.598374,7327,0.31597617268562317
1540499747.401979,7525,0.11818093806505203
1540499862.360114,7723,0.1916058361530304
1540499913.378778,7822,0.07702875137329102
